id	name	uKIN	RWR
ENSG00000004848		1.431853618171716e-06	1.0543269949569763e-05
ENSG00000004864	SLC25A13	4.573760001934875e-07	1.2289357969275247e-05
ENSG00000004866		3.1125130892660875e-07	1.2103801007631948e-05
ENSG00000004897	CDC27	6.460169151171842e-07	2.3458015468220537e-05
ENSG00000004939	SLC4A1	4.369835503045718e-06	2.873739473639384e-05
ENSG00000004948		5.300670361452073e-07	2.7501892078996435e-07
ENSG00000004961	HCCS	3.097849163851358e-06	7.654608590127506e-05
ENSG00000004975	DVL2	8.710404214473965e-07	4.324317084402879e-05
ENSG00000005001		4.188758210565673e-07	7.941269064523886e-07
ENSG00000005007	UPF1	5.438254249675333e-07	2.552590345046378e-05
ENSG00000005020	SKAP2	1.3134975566192012e-06	1.3681112640594616e-05
ENSG00000005022	SLC25A5	4.370203038842806e-07	1.4362980469589997e-05
ENSG00000005059	MCUB	4.70721971250554e-07	7.355181013439717e-06
ENSG00000005073	HOXA11	0.0004376656385828627	0.001506272075040059
ENSG00000005075	POLR2J	4.665103249827325e-07	4.862347481061745e-06
ENSG00000005100	DHX33	7.641995929703504e-07	8.702653616221477e-06
ENSG00000005102		1.1456633247657591e-06	2.7199861550842707e-05
ENSG00000005108	THSD7A	4.840091007567784e-07	1.8283717798720405e-06
ENSG00000005156	LIG3	7.789806702000982e-07	2.7663704841724553e-05
ENSG00000005175	RPAP3	4.110010371669628e-07	6.313676712132006e-06
ENSG00000005187	ACSM3	4.1591186918653537e-07	5.889899880440919e-07
ENSG00000005189	REXO5	5.657855480462509e-07	2.993235954264103e-06
ENSG00000005194	CIAPIN1	5.810506119468899e-07	6.164520390134131e-06
ENSG00000005206	SPPL2B	5.442865206152019e-07	1.8068833193840948e-05
ENSG00000005238		5.284878281489569e-07	5.344602014756654e-06
ENSG00000005243	COPZ2	4.0769887989951224e-07	5.812824169971578e-07
ENSG00000005249	PRKAR2B	8.127503675043962e-07	2.1875341576248277e-05
ENSG00000005302	MSL3	1.1146232198300706e-06	6.038285772127132e-06
ENSG00000005339	CREBBP	7.937203034819297e-06	0.0015628237720714745
ENSG00000005379	TSPOAP1	6.329296590700164e-07	2.745697362834216e-06
ENSG00000005381	MPO	6.983479198590583e-07	4.395252586106714e-06
ENSG00000005436	GCFC2	3.0900782371842237e-06	4.252683982218789e-05
ENSG00000005448	WDR54	3.97567996102528e-07	1.7087261664948173e-06
ENSG00000005469	CROT	4.1425382599980947e-07	4.851929491101296e-07
ENSG00000005471	ABCB4	3.124687965609678e-07	1.3245474317975714e-07
ENSG00000005483	KMT2E	4.093098023764651e-07	9.127085420558354e-07
ENSG00000005486	RHBDD2	2.2830876527459585e-06	5.0897133098240536e-05
ENSG00000005513	SOX8	1.9123431344019283e-05	4.452946183903992e-05
ENSG00000005700	IBTK	1.1292774235297722e-06	2.740787891313369e-05
ENSG00000005801	ZNF195	3.271358805491862e-07	1.91124455033031e-06
ENSG00000005810	MYCBP2	4.749853770225587e-07	1.1374432804676641e-05
ENSG00000005812	FBXL3	8.388999222743649e-06	4.1007550238420544e-05
ENSG00000005844	ITGAL	1.124778525140538e-05	3.059839631136151e-05
ENSG00000005882	PDK2	3.873675560761428e-07	5.093416026392298e-07
ENSG00000005884	ITGA3	1.0507644196378575e-06	9.994099160946462e-06
ENSG00000005889		5.262377154971923e-07	9.483406517615935e-07
ENSG00000005893	LAMP2	5.561884964305649e-07	3.8940388402900076e-05
ENSG00000005961	ITGA2B	3.897336550552584e-06	1.8004721766821798e-05
ENSG00000005981	ASB4	7.051542016975175e-07	4.630956897360302e-06
ENSG00000006007	GDE1	5.00219172030774e-07	2.2390683211418167e-06
ENSG00000006015		3.8660932718315276e-07	5.777456148012269e-07
ENSG00000006016	CRLF1	7.387612565335665e-07	8.244485473364958e-06
ENSG00000006025		2.9498441839412316e-07	2.3976329515529143e-07
ENSG00000006042	TMEM98	1.1362289079281401e-06	4.3571738673437486e-06
ENSG00000006047		4.5525093079191613e-07	7.136170311882115e-06
ENSG00000006059	KRT33A	3.280000100134766e-07	1.3429984509775184e-07
ENSG00000006062	MAP3K14	6.370146111956438e-07	1.5177499947458162e-05
ENSG00000006071	ABCC8	1.8734143795359939e-06	5.174294991018951e-06
ENSG00000006116	CACNG3	1.087564500485372e-06	2.660001821523903e-06
ENSG00000006118	TMEM132A	7.654043740400976e-07	1.7197667173410947e-05
ENSG00000006125	AP2B1	1.39706481962879e-06	0.00010141350260380634
ENSG00000006128	TAC1	3.7998130406330683e-07	2.1252682100747554e-07
ENSG00000006194	ZNF263	1.3460416437130813e-06	5.6887494712305666e-05
ENSG00000006210	CX3CL1	1.9509610003235505e-06	3.3486120788436135e-05
ENSG00000006282		3.3491578260052157e-07	9.372028512347455e-07
ENSG00000006283	CACNA1G	3.130089773319506e-07	1.419551935374644e-07
ENSG00000006327	TNFRSF12A	3.6123870907583115e-07	3.7395324737612875e-07
ENSG00000006377	DLX6	2.082525684083588e-06	1.3477019655158502e-05
ENSG00000006432	MAP3K9	5.745111409667935e-07	9.840156068151067e-07
ENSG00000006451	RALA	4.7202602030836794e-07	9.591617191700139e-06
ENSG00000006453	BAIAP2L1	8.544718647677926e-07	1.2583935844006826e-05
ENSG00000006459	KDM7A	3.8148927481079055e-07	1.2428260956357256e-07
ENSG00000006468	ETV1	0.0001323507129185271	0.001382330473778595
ENSG00000006534	ALDH3B1	4.5442834255830884e-07	7.458435620596688e-06
ENSG00000006555		2.1905337042903054e-07	1.9944463158988447e-08
ENSG00000006576		3.355918353439706e-07	2.880824754748231e-07
ENSG00000006606	CCL26	2.6797584193434373e-06	2.0623609257893728e-05
ENSG00000006607	FARP2	6.844021029722203e-07	7.747307080626895e-06
ENSG00000006611	USH1C	1.1937769361908908e-06	8.75444253321118e-06
ENSG00000006625	GGCT	6.741807258487678e-07	4.1108688081582065e-06
ENSG00000006634	DBF4	1.5484188243741287e-06	9.730828734443361e-06
ENSG00000006638	TBXA2R	1.4666460083288477e-06	2.27284211642258e-05
ENSG00000006652		2.3168509848272775e-06	1.6171153181958025e-05
ENSG00000006659		8.625533116235339e-07	9.189709462029694e-06
ENSG00000006695	COX10	8.927267479986264e-07	8.503981759568719e-07
ENSG00000006704	GTF2IRD1	9.258258677276035e-07	1.779767477187459e-05
ENSG00000006712	PAF1	1.1478924505590938e-06	3.842560598285512e-05
ENSG00000006715	VPS41	7.90924031703523e-07	8.85537519853804e-06
ENSG00000006740	ARHGAP44	6.196202421457681e-07	4.688245939412726e-06
ENSG00000006747	SCIN	4.0072843343618506e-07	9.061356408705019e-07
ENSG00000006756	ARSD	4.906312574522551e-07	1.1967057814041788e-07
ENSG00000006757	PNPLA4	4.771291716361284e-06	1.2709062401889582e-05
ENSG00000006788	MYH13	1.2408755411958966e-06	1.1455746833337445e-05
ENSG00000006831	ADIPOR2	3.7928864057057785e-07	3.953368776124227e-07
ENSG00000006837		7.823643883042496e-07	7.648004779389478e-06
ENSG00000007001	UPP2	3.814194493279006e-07	2.4381747210303516e-07
ENSG00000007038	PRSS21	3.996946570787884e-07	9.895764030189651e-07
ENSG00000007047	MARK4	5.10585505720982e-07	4.939754420697766e-06
ENSG00000007062	PROM1	7.988572323222989e-07	2.705029194993942e-06
ENSG00000007080	CCDC124	7.577288336402478e-07	7.367948944864843e-06
ENSG00000007129		1.375259526489175e-06	2.4929856568319663e-05
ENSG00000007168	PAFAH1B1	9.287938693993958e-07	2.1185616973519e-05
ENSG00000007171	NOS2	5.858799636701169e-07	1.5654798125296806e-05
ENSG00000007174	DNAH9	3.556759293142708e-06	7.418807538200093e-06
ENSG00000007202		1.4852348104881443e-06	1.1282733156992791e-05
ENSG00000007216		9.227450412566219e-07	3.143062239148299e-06
ENSG00000007237	GAS7	7.651755496183553e-05	0.0011499299201750154
ENSG00000007255	TRAPPC6A	4.6982614234842113e-07	3.229250174666478e-06
ENSG00000007264	MATK	2.1907060782291574e-06	1.772818879642479e-05
ENSG00000007306	CEACAM7	5.813732281057665e-06	8.366800319183815e-06
ENSG00000007312	CD79B	2.1306713131640324e-05	0.001124149407019848
ENSG00000007314	SCN4A	2.831404894572348e-06	7.556065502587904e-05
ENSG00000007341		3.700086565980314e-07	1.4970788310662437e-06
ENSG00000007350	TKTL1	2.6372389691411534e-07	1.2667562487918648e-07
ENSG00000007372	PAX6	8.844805232898694e-07	3.5674601882317604e-05
ENSG00000007376		6.441813659352085e-07	6.080885276320767e-07
ENSG00000007384		9.894888047439804e-07	2.317410880739557e-06
ENSG00000007392	LUC7L	5.300425585486935e-07	1.2825204604046804e-05
ENSG00000007402	CACNA2D2	8.233815019589268e-07	7.807161131232905e-06
ENSG00000007516	BAIAP3	3.576430827512073e-07	2.015509988878753e-07
ENSG00000007520	TSR3	6.25097536147689e-07	4.499915784102476e-06
ENSG00000007541	PIGQ	3.148267199833056e-07	8.825059344397892e-07
ENSG00000007545	CRAMP1	5.546738474025412e-07	2.64097595017333e-06
ENSG00000007866	TEAD3	3.1248456065772074e-06	1.8520872704296445e-05
ENSG00000007908	SELE	1.184416351081024e-06	5.012446640819201e-06
ENSG00000007923	DNAJC11	4.501868910715061e-07	1.9396834125023096e-05
ENSG00000007933	FMO3	1.1458155139196715e-06	1.565798659709338e-06
ENSG00000007944	MYLIP	6.452484161282456e-07	5.603777959758571e-06
ENSG00000007952	NOX1	4.37744422013817e-07	7.364222153621541e-07
ENSG00000007968	E2F2	2.025153295695671e-06	1.6733566957147334e-05
ENSG00000008018	PSMB1	6.744096661255544e-07	3.1892246587873275e-05
ENSG00000008056	SYN1	1.269973335814632e-06	1.3321556247838148e-05
ENSG00000008083	JARID2	1.2176287709646314e-06	9.712692672825174e-06
ENSG00000008086	CDKL5	8.777838030892144e-07	4.0975134119303105e-06
ENSG00000008118	CAMK1G	5.295479209949775e-06	1.396136600512705e-05
ENSG00000008128	CDK11A	5.015820286537796e-07	1.0773316635257097e-05
ENSG00000008130	NADK	7.527451831679499e-07	9.267720581509354e-06
ENSG00000008196	TFAP2B	2.0073749844482197e-06	9.47017792460632e-06
ENSG00000008197	TFAP2D	4.7503158137574387e-07	4.311815754265028e-06
ENSG00000008226		1.0850048320450934e-06	1.0474932366297768e-06
ENSG00000008256	CYTH3	1.4558383472708062e-06	8.794094596340437e-06
ENSG00000008277	ADAM22	4.632117659450487e-07	8.565532905992436e-07
ENSG00000008282		4.68793699876863e-07	2.1328374331302143e-06
ENSG00000008283		6.651490043283542e-07	5.15955008605904e-06
ENSG00000008294	SPAG9	9.867343536521489e-07	3.223273123054557e-05
ENSG00000008300		8.020640952882077e-07	2.8162213752612203e-06
ENSG00000008323	PLEKHG6	1.0426874471680804e-06	1.2316824002533488e-05
ENSG00000008324	SS18L2	1.4828909782190155e-06	2.0310802976180638e-05
ENSG00000008382		4.7049905594883286e-07	3.634725887700499e-07
ENSG00000008394	MGST1	3.8863473636363895e-07	4.970878385029771e-06
ENSG00000008405	CRY1	8.581483412399652e-07	2.8344445727126437e-05
ENSG00000008441	NFIX	4.749385480814437e-06	4.58492307024686e-05
ENSG00000008513	ST3GAL1	1.7406566992896457e-06	1.054891502192618e-05
ENSG00000008516	MMP25	5.98154129704617e-07	2.96245399264895e-07
ENSG00000008517	IL32	1.9150042255790155e-06	1.2389833668407937e-05
ENSG00000008710	PKD1	8.266026872922968e-06	7.454301253445569e-05
ENSG00000008735	MAPK8IP2	4.794538853965668e-07	6.7112738308165454e-06
ENSG00000008838	MED24	1.0483147621474947e-06	1.6827848844415317e-05
ENSG00000008853	RHOBTB2	3.9007161106198655e-06	2.643445434611654e-05
ENSG00000008869	HEATR5B	1.2499975735943512e-06	9.464767516134267e-06
ENSG00000008952	SEC62	4.773184597948196e-07	2.8703804428825746e-05
ENSG00000009307	CSDE1	5.154500079491062e-07	9.805105375340918e-06
ENSG00000009335	UBE3C	6.610170848363996e-07	2.357278863805472e-05
ENSG00000009413	REV3L	1.7628792063541117e-06	1.030428050334496e-05
ENSG00000009694	TENM1	1.4599280302827384e-06	6.052560225757917e-06
ENSG00000009709	PAX7	0.00025553449680851677	0.0016474208248932387
ENSG00000009724	MASP2	6.024539338451194e-07	7.721222580720772e-07
ENSG00000009765		5.964801198355911e-07	7.9251368041242e-07
ENSG00000009780		4.749547612109982e-07	6.232657586608157e-07
ENSG00000009790	TRAF3IP3	7.543191566560489e-07	1.2007349603097747e-05
ENSG00000009830	POMT2	5.015083446615428e-07	3.7971234176897052e-06
ENSG00000009844	VTA1	8.5714414080886e-07	1.3678266770857509e-05
ENSG00000009950	MLXIPL	1.3764212063965613e-06	4.670991655851621e-06
ENSG00000009954	BAZ1B	8.295932300507877e-07	2.190637223352204e-05
ENSG00000010017	RANBP9	6.608482646135282e-07	2.2807231887625946e-05
ENSG00000010030	ETV7	2.9138953808706968e-05	4.773362387899361e-05
ENSG00000010072	SPRTN	5.025065329260471e-07	3.075998832128311e-05
ENSG00000010165	METTL13	6.652360718207818e-07	7.182205526365118e-06
ENSG00000010219		8.547394696959446e-07	3.5124856226530107e-06
ENSG00000010244	ZNF207	7.021706774233786e-07	9.190564496642654e-06
ENSG00000010256	UQCRC1	3.721497716081878e-07	4.008082805734806e-06
ENSG00000010270	STARD3NL	4.830815973468844e-07	3.84136139245353e-06
ENSG00000010278	CD9	8.284058199004234e-07	8.519181812009513e-06
ENSG00000010282		1.165718921866629e-06	4.468471883153498e-06
ENSG00000010292	NCAPD2	5.50027062387132e-07	1.3031004623842197e-05
ENSG00000010295		1.4608952731226736e-06	1.8417128780931157e-05
ENSG00000010310	GIPR	3.1022988744643645e-07	6.036527834602634e-08
ENSG00000010318	PHF7	3.485197086532458e-07	9.994132832195305e-07
ENSG00000010319	SEMA3G	7.894623826603194e-07	4.5898197751848334e-07
ENSG00000010322	NISCH	6.099604367395909e-07	9.807729986543558e-06
ENSG00000010327	STAB1	4.553304017573694e-07	8.018322289647606e-07
ENSG00000010361	FUZ	3.6022931766195323e-07	5.51771475402964e-07
ENSG00000010379		1.3626305855532275e-06	1.4135283036191774e-06
ENSG00000010404	IDS	1.4115882049028661e-06	3.303504573387855e-05
ENSG00000010438	PRSS3	5.839907587964346e-07	5.421740233287791e-06
ENSG00000010539	ZNF200	5.340775084315574e-07	8.756925559707164e-07
ENSG00000010610	CD4	1.4327259687233988e-06	3.191352254903454e-05
ENSG00000010626		3.948948609942407e-07	4.593777192395473e-07
ENSG00000010671	BTK	3.6517673781564426e-05	0.001703410749134291
ENSG00000010704	HFE	1.5220790624309681e-06	3.805957246940968e-05
ENSG00000010803	SCMH1	1.9885993092634516e-06	2.0710471240435488e-05
ENSG00000010810	FYN	2.210688395193845e-06	0.00019572764418559967
ENSG00000010818		6.818472010179951e-07	2.5661170206001607e-06
ENSG00000010932	FMO1	6.4058533618738e-06	1.4151642293132377e-05
ENSG00000011007	ELOA	5.805960322950325e-07	1.8571077604139253e-05
ENSG00000011009	LYPLA2	5.562110130505648e-07	4.126946340587015e-06
ENSG00000011021	CLCN6	1.2886877166101813e-06	1.985864958279553e-06
ENSG00000011028	MRC2	1.691479344343658e-06	2.2610544862101006e-05
ENSG00000011052	NME1-NME2	5.520117434412942e-07	1.980018820673421e-05
ENSG00000011105		3.883645819721329e-07	3.952583789882119e-07
ENSG00000011114		7.727073628202389e-07	1.2031194381598037e-06
ENSG00000011132	APBA3	4.035497740781638e-07	4.306040015196224e-06
ENSG00000011143	MKS1	7.696558403275741e-07	1.5568914586790146e-05
ENSG00000011201	ANOS1	9.699125940989355e-07	3.168692413672824e-05
ENSG00000011243	AKAP8L	9.417201389592052e-07	3.163459929316963e-05
ENSG00000011258	MBTD1	5.036000858540311e-06	4.6577132706616175e-05
ENSG00000011260	UTP18	4.09711765795902e-07	3.813913369556417e-06
ENSG00000011275	RNF216	5.707187161126985e-07	5.083514953977803e-06
ENSG00000011295		7.983114879916034e-07	1.7944463680235663e-05
ENSG00000011304	PTBP1	4.793846374308113e-07	1.9131157687177074e-05
ENSG00000011332	DPF1	2.8430895673604408e-06	2.756173397700679e-05
ENSG00000011376		7.265360891610054e-07	2.0697004559302397e-05
ENSG00000011405	PIK3C2A	8.118192571970292e-07	2.0515491786858208e-05
ENSG00000011422	PLAUR	6.256911652825916e-07	1.333545149431917e-05
ENSG00000011426	ANLN	4.2272704600941377e-07	2.7172842833378166e-05
ENSG00000011451	WIZ	6.654523249499566e-07	2.045564833676155e-05
ENSG00000011454	RABGAP1	5.735618668141258e-07	1.5319208886171286e-05
ENSG00000011465	DCN	7.106106392947874e-06	4.1189962597865466e-05
ENSG00000011478		1.2828179375571624e-06	1.7917440679318196e-05
ENSG00000011485	PPP5C	7.340178126112857e-07	2.029690503724311e-05
ENSG00000011523		9.448800097244942e-07	3.27585704187544e-06
ENSG00000011566	MAP4K3	5.926580761812993e-07	7.09930088212246e-06
ENSG00000011590	ZBTB32	2.2592562577493236e-06	3.1847391077695796e-05
ENSG00000011600	TYROBP	5.752921258037045e-07	8.395878694486966e-06
ENSG00000011638		1.3238030546630966e-06	1.571155707501458e-05
ENSG00000011677	GABRA3	3.6733650889747746e-07	9.919987453481e-07
ENSG00000012048	BRCA1	2.8179622598728102e-06	0.0013850310208271645
ENSG00000012061	ERCC1	2.0478703952890472e-06	2.330534756835388e-05
ENSG00000012124	CD22	5.791977174580687e-06	3.0407570275169483e-05
ENSG00000012171	SEMA3B	4.999694865643349e-07	6.812456113319926e-06
ENSG00000012174	MBTPS2	4.34306867849169e-07	5.495471546654357e-07
ENSG00000012211	PRICKLE3	4.816645150983627e-07	4.781404382647126e-06
ENSG00000012223	LTF	8.118104032744138e-07	1.7395122847721584e-05
ENSG00000012232	EXTL3	9.47455970591183e-07	1.7544732230354123e-05
ENSG00000012504	NR1H4	1.4160745156968653e-06	9.094396363162025e-06
ENSG00000012660	ELOVL5	4.646331864771314e-07	2.342478251502646e-05
ENSG00000012779	ALOX5	1.2719673488845262e-06	2.0079559326598582e-05
ENSG00000012817		5.730709639026645e-07	1.8227515876896602e-07
ENSG00000012822	CALCOCO1	5.526873646335216e-07	6.519845881609977e-06
ENSG00000012963	UBR7	2.769774894121414e-06	5.549779748169058e-05
ENSG00000012983	MAP4K5	7.361607524145165e-07	1.0427115925852615e-05
ENSG00000013275	PSMC4	6.154323002852674e-07	2.209243817543319e-05
ENSG00000013288	MAN2B2	2.1286881681179645e-06	3.155544466631245e-05
ENSG00000013293		4.888024265421168e-07	2.1169247258266756e-06
ENSG00000013306		3.1084210886109567e-07	1.6551580085199852e-07
ENSG00000013364	MVP	1.979128853241179e-06	7.829654615673295e-05
ENSG00000013374	NUB1	1.5520398519092869e-06	1.3075424751868981e-05
ENSG00000013375	PGM3	3.508056093135125e-07	2.0435297047337154e-06
ENSG00000013441	CLK1	1.2400262370834528e-06	5.402719358210053e-05
ENSG00000013503	POLR3B	5.155666698914124e-07	7.756802941187282e-06
ENSG00000013523		1.3169769097232025e-06	1.5263980408264104e-05
ENSG00000013561	RNF14	3.694774331050993e-06	3.287981080261754e-05
ENSG00000013563	DNASE1L1	7.536206578037901e-07	1.673209194714408e-05
ENSG00000013573	DDX11	1.0967971810954662e-06	1.4052168447907275e-05
ENSG00000013583	HEBP1	7.01379835930785e-07	2.1658774374251352e-06
ENSG00000013619	MAMLD1	2.9952630397683653e-07	9.522617238069975e-08
ENSG00000013725	CD6	6.204187917924825e-07	2.391504139262539e-05
ENSG00000013810	TACC3	9.462140718444299e-07	2.5609454638826587e-05
ENSG00000014123	UFL1	4.3549745471377505e-07	2.4585442385176823e-05
ENSG00000014164	ZC3H3	5.876316918011661e-07	1.7519742183231806e-05
ENSG00000014216	CAPN1	8.073517065729919e-07	2.3558108261505762e-05
ENSG00000014257	ACP3	4.916286238120214e-07	8.839472570377911e-06
ENSG00000014641	MDH1	4.0050907084636595e-07	6.467039176646438e-06
ENSG00000014914		3.84059067202874e-06	2.046810205229211e-05
ENSG00000015133	CCDC88C	8.920069288106096e-07	8.20212515279302e-06
ENSG00000015153	YAF2	1.5672803304097484e-06	6.364279681694719e-05
ENSG00000015171	ZMYND11	9.66277834860727e-07	1.5471266138347174e-05
ENSG00000015285	WAS	4.7435349660393415e-05	0.0015729858792461681
ENSG00000015413	DPEP1	8.285436660178524e-07	1.3545139985675094e-05
ENSG00000015475	BID	1.0336820059369936e-06	1.6254082050848172e-05
ENSG00000015479		5.091558478822028e-07	2.8888907467240958e-05
ENSG00000015520		4.91156233414033e-07	1.2364765003972756e-07
ENSG00000015532	XYLT2	1.7697103016252642e-06	1.944630944003656e-05
ENSG00000015568	RGPD5	1.1488073613434516e-06	2.563194920109441e-05
ENSG00000015592	STMN4	1.0761072422942446e-06	8.137675652098602e-06
ENSG00000016082	ISL1	4.394604412231375e-06	3.847292600297798e-05
ENSG00000016402	IL20RA	2.311646167831174e-06	1.7714820300663492e-05
ENSG00000016490		1.9435590970901752e-07	1.9229746437427424e-08
ENSG00000016602		4.615718063295186e-07	1.2182370074191637e-06
ENSG00000016864		1.3059764001821403e-06	1.3118347404490072e-05
ENSG00000017260		3.5515184030092217e-07	3.4443546841919846e-06
ENSG00000017427	IGF1	1.2137621456203205e-06	5.96341567250023e-06
ENSG00000017483		9.597465638802067e-07	5.022567787975815e-06
ENSG00000017797	RALBP1	5.953980737398151e-07	1.9842970242253707e-05
ENSG00000018189		5.381263328572843e-07	4.553585754259634e-06
ENSG00000018236	CNTN1	3.5244263114503178e-06	3.2580983585484344e-05
ENSG00000018408	WWTR1	6.375103704679892e-05	0.0013888906833265545
ENSG00000018510	AGPS	5.031935370898064e-07	1.4299301589225757e-05
ENSG00000018610	STEEP1	4.934085226340121e-07	4.311189584756149e-06
ENSG00000018625	ATP1A2	5.169737592182789e-07	3.811460449834293e-06
ENSG00000018699	TTC27	3.860577031897053e-07	5.950417660572592e-06
ENSG00000018869	ZNF582	3.235852635263456e-07	7.714704180161365e-08
ENSG00000019102	VSIG2	9.077615118062456e-07	6.496490026898089e-06
ENSG00000019144		1.2486987329309841e-06	7.888407386503326e-06
ENSG00000019169		3.404303013549019e-07	1.998948181621493e-07
ENSG00000019186	CYP24A1	1.519312804961001e-06	1.612955545015452e-05
ENSG00000019485		1.6940632455107664e-06	8.063332893286049e-06
ENSG00000019505	SYT13	1.1788895976619614e-06	6.75792023199855e-07
ENSG00000019549	SNAI2	4.652559191380685e-07	2.211165100020992e-06
ENSG00000019582	CD74	2.7222038701096118e-05	0.0017615951393839565
ENSG00000019991	HGF	2.13187593394766e-06	1.896186312582702e-05
ENSG00000019995	ZRANB1	4.6667761539817777e-07	2.324940930747754e-05
ENSG00000020129		5.027102013227653e-07	6.552361697523685e-06
ENSG00000020181	ADGRA2	3.7287326262688866e-07	2.368303952721453e-07
ENSG00000020256		9.313965240360003e-07	8.947124198756095e-06
ENSG00000020426	MNAT1	1.6458408607447268e-06	3.389291678674609e-05
ENSG00000020577	SAMD4A	2.2272896033582495e-06	2.0576748062969856e-05
ENSG00000020633	RUNX3	1.4965400393741913e-06	1.883884748559455e-05
ENSG00000020922	MRE11	7.110420339463297e-07	2.5948116252302746e-05
ENSG00000021300		1.7402168751628844e-06	9.000699855170427e-06
ENSG00000021355	SERPINB1	5.960858610179707e-07	4.338572470853069e-06
ENSG00000021461		3.4107814584968796e-06	1.5579730752371772e-05
ENSG00000021488	SLC7A9	3.99329906161361e-07	1.3044228907519793e-07
ENSG00000021574		1.264347591829817e-06	1.1177364677706603e-05
ENSG00000021645	NRXN3	9.092105860525224e-07	3.3156074191919465e-06
ENSG00000021762	OSBPL5	4.899573884437414e-07	3.4036525999202367e-06
ENSG00000021826	CPS1	6.699706921962197e-07	1.3633739333348139e-05
ENSG00000021852	C8B	5.966490393041966e-07	5.789607214921987e-07
ENSG00000022267	FHL1	3.2042906389334838e-06	7.593616406929581e-05
