File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
644cc8d6-04c3-460a-a1fe-afb22a4381a9	00e2c524-8a29-46d7-bf88-ed5f9c3dcf32.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
34144be5-e930-4703-bde5-f7813d0ca15c	f16f3a7f-172b-4846-afe2-121629eec959.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZR	TCGA-WE-A8ZR-06A	Metastatic
fd441e9b-e511-438a-8d1c-e45d68881fae	e53da5a7-c010-4e73-b2d1-cb02a84459fe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MF	TCGA-EE-A2MF-06A	Metastatic
0fde3683-6a1a-41d7-9234-9d95d88554e9	ab97269c-71bf-4f73-b758-d89333899cff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A5GS	TCGA-D3-A5GS-06A	Metastatic
bd131aa5-1653-4401-8d6d-fbff5e6e8177	3ffb82ad-4a30-4ccd-888c-105144f97b8a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2J7	TCGA-D3-A2J7-06A	Metastatic
294ae2bd-e059-44b9-aca8-fd3bc8238c40	91c13a13-2b7b-43b5-ba99-ef28e22b0c80.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A5EQ	TCGA-BF-A5EQ-01A	Primary Tumor
4aa81a55-9cc2-4339-bb89-3e6be5ca57a9	caef78ab-eb10-4fec-b0bf-a96d3f25e2a9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95Z	TCGA-DA-A95Z-06A	Metastatic
d7276afc-54e8-4133-b67b-13dc69ca47a1	15b87438-308c-491e-ac85-6fb75a470182.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U3	TCGA-GN-A4U3-06A	Metastatic
74052d45-859b-4c54-99af-2b3c603b64c1	87fb2f83-5e75-4891-ac3d-09fb20e32b09.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-01A	Primary Tumor
3b6e8039-4093-4b56-93ba-c7078b380de9	d79aad6b-f80d-4e0c-98f8-f367a4357e0c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A24D	TCGA-EB-A24D-01A	Primary Tumor
500aa7b0-eca2-4b59-8355-4021ddf787cb	0e1003ba-778c-4d81-a0dc-246dad82fd22.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A1I4	TCGA-DA-A1I4-06A	Metastatic
54ef61e0-0eb9-40e3-8348-9b3e88bc8b25	3618bb58-9aa4-4dfe-93d1-8f2e7a466d1c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FW-A3R5	TCGA-FW-A3R5-06A	Metastatic
c44acd9f-5631-4bdb-9605-908b3b0bb9db	4abf84b3-437d-4d0b-890b-86d3ffee35d8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-AA1W	TCGA-W3-AA1W-06A	Metastatic
3bd77ae1-5d59-4f6e-91f2-923d9b712577	85df63ca-61a0-4562-9799-ec2868d89e1b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GL	TCGA-EE-A2GL-06A	Metastatic
8ff154bc-c48b-466d-9ade-6dc879282506	f3f24252-17e5-48f0-b917-88aef604d367.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A97M	TCGA-EB-A97M-01A	Primary Tumor
d78f8a96-0826-4d31-9547-973b52952e79	6defa4b8-a8ed-4895-a4f5-7b55b9f067b4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A20I	TCGA-EE-A20I-06A	Metastatic
53e1bedb-b6a0-473b-95a0-5e9825f675ca	fcce9f90-0ade-4329-8c38-135139f94293.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A5GT	TCGA-D3-A5GT-01A	Primary Tumor
e816fbbc-6c37-41bf-bd10-b37b6ed881dd	dbe63313-2f8e-488d-af5c-1ba3f4634d54.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A3ES	TCGA-ER-A3ES-06A	Metastatic
023f50ff-b565-443b-8705-d6e6e2281dd0	42221037-1a44-416c-8e3e-fc1805b269de.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2ND	TCGA-ER-A2ND-06A	Metastatic
01b4cacd-1b74-4311-8b16-396e001a8a4f	42016929-9d4d-4125-b2f2-4b472c3fd772.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GI	TCGA-EE-A2GI-06A	Metastatic
20c1d51a-0abe-4051-a8d9-3df6b778d847	c242255b-b368-4f60-9c67-00365f202461.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29X	TCGA-EE-A29X-06A	Metastatic
4b2a9627-1952-4d46-bed3-48377da15242	37d075d7-76fe-406a-8ba8-6d10116bebcb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GN	TCGA-D3-A8GN-06A	Metastatic
5f5b8e82-817e-4a16-b606-97300ec9d77b	ac3c8bbc-d5c0-4ad6-8f08-ab79e9b1a94e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q7	TCGA-D3-A1Q7-06A	Metastatic
a44a9eef-45dd-4ef8-ae2c-0cb4986cc281	bbe0252c-d51f-4e74-96b6-e4a0355ccda0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q8	TCGA-D3-A1Q8-06A	Metastatic
32204690-9389-44c8-8a46-5cd93ce4fe6f	a9821e9b-7f51-4883-9254-b0b43950b182.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZF	TCGA-FS-A1ZF-06A	Metastatic
66b74d2e-076c-4833-a568-80280f8aa70b	c2f55a8b-4cbc-49e2-98a9-982974867fc2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A5GO	TCGA-D3-A5GO-06A	Metastatic
ce0418d7-a393-4bdd-87d5-2a75017a3a49	074f955e-0bcb-4252-990e-8864dc9beffd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-06A	Metastatic
1b8a41fb-78ab-455f-89f7-fdef00a1d3b7	76bf832d-567d-4d00-a080-7b380be96a89.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GF-A6C8	TCGA-GF-A6C8-06A	Metastatic
83722523-1070-4afe-92dd-0156de2e8bf2	97f1836a-1211-46be-a429-0b8671cd4de2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A44P	TCGA-EB-A44P-01A	Primary Tumor
64f47533-458c-45ae-ba09-cfe23c16bd42	191b8082-a1a3-476c-befb-17564c484bc6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-HR-A2OH	TCGA-HR-A2OH-06A	Metastatic
d93bd6e2-8eab-4159-a584-324f70c35ad7	cfe24c0a-1d21-49bb-8279-838a4f059e8a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-XV-AAZY	TCGA-XV-AAZY-01A	Primary Tumor
3bd7ddfd-8ade-42e2-a34a-bdfbabe6c9f3	cc113d46-62b5-457c-8716-5a16923372ca.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A51H	TCGA-D3-A51H-06A	Metastatic
d4436efe-c3b4-49e3-a5e6-47f1aa9bdd3f	92cc5466-7ae6-458a-80bf-2be5d81f8d37.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A6QY	TCGA-EB-A6QY-01A	Primary Tumor
412e63a7-ed18-4d39-8e97-6d13f547d83f	2f7593bf-25b3-41db-a04c-2f0e38332762.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A20H	TCGA-EE-A20H-06A	Metastatic
09f95f80-c3ca-4b65-b7df-eb873bb476d1	09c85a64-8cb1-4c18-87f2-314275a2d4e9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JH	TCGA-D3-A2JH-06A	Metastatic
8f8b2afc-0d52-4826-b74d-ff8c4b53f6e8	49ce087b-90ea-498c-bb66-e3687f26d5f6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A6E9	TCGA-D9-A6E9-06A	Metastatic
4710f2dc-263b-4731-a391-5a1df0100fd9	13904932-2d47-410b-915e-5e132524d783.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19O	TCGA-ER-A19O-06A	Metastatic
2dc81117-0a55-4ce2-967d-0299d7fe00a0	dbb00aca-d1bb-4c5b-96bb-ea8cf4d1470b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A3DN	TCGA-BF-A3DN-01A	Primary Tumor
28d42c35-479d-4220-8ae6-0c4cc258cc13	48d8f465-e9dc-4550-9371-a1207302be8d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95X	TCGA-DA-A95X-06A	Metastatic
e7967f37-29fb-4192-a888-57afc2df8bff	92020ebe-72a5-4ccd-8c42-713a0dc51866.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3CB	TCGA-D3-A3CB-06A	Metastatic
0782b9c5-d4e6-4da5-a42b-b3cbff3021a5	4667aded-fa48-493e-8cec-308648b0bb9b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29C	TCGA-EE-A29C-06A	Metastatic
a6c96fcc-8a4b-4110-b3b3-287dd8949ffd	1ca44e12-b515-4d1a-8835-26df82e58104.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D9-A6EC	TCGA-D9-A6EC-06A	Metastatic
d7e31747-d5fe-4026-bc6f-81da4e9fe777	d5adebe7-a953-4f66-91ba-898e84fea209.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A5UL	TCGA-EB-A5UL-06A	Metastatic
60147ee3-4849-4783-a4c3-ba6ad4344d02	cf69963d-bc7b-4f0b-b03d-78651fa8a458.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2GS	TCGA-EE-A2GS-06A	Metastatic
8838b664-753d-4b0a-a1ae-20b900245175	11d18719-8168-4d05-9dff-8305c0d8db55.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A1PU	TCGA-BF-A1PU-01A	Primary Tumor
d260a8fc-09d9-4477-beb2-bf12370ee331	e4af4599-f7c6-46e3-8ab8-93b97d41e9c1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-W3-A828	TCGA-W3-A828-06A	Metastatic
0dc7e7b5-1c49-4102-815e-9b978a982b2f	73ca07ee-562f-4aef-ab6e-52d7e63b1889.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A3DL	TCGA-BF-A3DL-01A	Primary Tumor
b5924925-2445-4dc5-b7be-3e0d88c2046c	0b0bcba2-9f11-4381-b168-e13f56e90705.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3JE	TCGA-EE-A3JE-06A	Metastatic
c96587d2-1b12-42bc-b377-7d2f8030e928	de38c7af-999b-4593-8e37-a0b391884240.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZT	TCGA-FS-A1ZT-06A	Metastatic
d59cd1f1-40e6-4c35-883e-4ca7248e928f	b918506c-5bcc-4bf7-a97a-c049dd53551b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NH	TCGA-ER-A2NH-06A	Metastatic
904abf77-38fc-4f9f-be35-d53f6c089532	c1c89b58-fd23-44a3-9d87-2d2911c9c384.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JF	TCGA-D3-A2JF-06A	Metastatic
f658f00e-e737-4ddf-81cb-bfa3e8b767a1	0498d3e9-bf60-48ff-bf34-d9725718c576.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A8LK	TCGA-GN-A8LK-06A	Metastatic
e9e60c13-9a9c-4505-a00c-b26ea3918486	25e2a15b-16b4-48dd-a983-4ddf6a6a418e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A183	TCGA-EE-A183-06A	Metastatic
bfdbd981-f22d-4a6d-ad78-0a01e3c27acd	7a241ae9-e218-4479-8096-d855cf3e8565.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A3PL	TCGA-ER-A3PL-06A	Metastatic
00aac11a-9432-43a9-b35a-ee9edb3718d0	f5d259d3-a462-4d0f-919a-c0783801dc5c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-DA-A95W	TCGA-DA-A95W-06A	Metastatic
38de718f-996c-41d4-9cfa-d8fe685453a4	a921527a-8c50-4c20-b391-0e872fc06574.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A2JA	TCGA-D3-A2JA-06A	Metastatic
e556fde0-e8d8-46a2-a254-35017d2ffc22	50a14323-4601-413d-b65d-b462c8864845.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-YG-AA3N	TCGA-YG-AA3N-01A	Primary Tumor
8ecfa039-cd6a-4c1a-822c-a1fca0763c3f	613ff4e7-977a-4ca9-8345-1abe7cac36bc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A42L	TCGA-ER-A42L-06A	Metastatic
2191a21f-aebb-45cc-91d7-98619c27a088	26d07fc5-438a-4cec-90bb-23fe92ba9268.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3C1	TCGA-D3-A3C1-06A	Metastatic
87f244b5-bb9d-4a9f-a3ce-a03cb009cea1	d0eaba14-8071-4d7f-959b-8040cb89dcc9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A5SE	TCGA-EB-A5SE-01A	Primary Tumor
03b7578c-0542-4999-a350-1d3daf6b4c45	d1463bd7-8432-4e7d-b92b-eb8fc1f72be1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MI	TCGA-EE-A2MI-06A	Metastatic
01827d00-fb31-4e31-8827-3a73395c96e8	aae6a581-f31f-41d8-a635-444486314ddb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-A8ZQ	TCGA-WE-A8ZQ-06A	Metastatic
015e4f2c-de39-4c6c-9b3a-b28dc6658ba8	a302b358-11e7-4a27-8670-14f87d8faa0c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-06A	Metastatic
8b049ee8-04c3-4f35-9204-e306cc3fbe36	3301e3cd-1bad-4d45-ac6c-5f9f96b96926.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GD	TCGA-D3-A8GD-06A	Metastatic
9bf80fcf-ed5e-4367-9e12-340b25f3e25b	35e53aa3-e866-4bbf-90b2-7fde21e34767.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2ME	TCGA-EE-A2ME-06A	Metastatic
6f0f09df-cb9e-4ee6-9f0d-e0c7bb2aa001	9cc93369-3cc7-4293-9f42-a997c26243c9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-3N-A9WB	TCGA-3N-A9WB-06A	Metastatic
4200258d-0f58-49b1-9376-2fad093aef23	9737b044-f037-4acc-b8cf-78d6d897917c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29P	TCGA-EE-A29P-06A	Metastatic
c7b3e727-0397-4c28-b3fd-aaa0ef60e3d8	8a4d662e-e7ec-4c31-bad3-607efaf3ea00.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MM	TCGA-EE-A2MM-06A	Metastatic
aad4369b-7867-46c5-8b6f-116f92be5d04	e0d33e67-8a0e-44d5-8878-1d011e5bdce9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3JB	TCGA-EE-A3JB-06A	Metastatic
d0e279bf-c7f6-4a54-88ef-a2178f091360	486a3295-4aea-4023-b9e7-5ef683cd9808.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A29W	TCGA-EE-A29W-06A	Metastatic
f38a54a1-58b7-4dc5-b0a4-57ce288a93aa	9d6e0aaf-5b49-4e0f-9fbc-1e9b932ce1c0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3XE	TCGA-EB-A3XE-01A	Primary Tumor
f4e4a446-b846-4c04-9a14-3754626eb80c	d2b31242-6431-4e3c-a663-e6583753e79a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A26C	TCGA-GN-A26C-01A	Primary Tumor
567b34e9-5e77-4163-8a97-762d32c56bca	4a75f9d2-05fb-4226-81f2-6e2c190f527b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FR-A726	TCGA-FR-A726-01A	Primary Tumor
413dca09-1264-4762-bd45-4912aa60605e	358bf424-d523-4871-9753-540d3297fccd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FR-A69P	TCGA-FR-A69P-06A	Metastatic
22e8948a-1447-4f63-a5ae-fab81b34521a	dffdfddf-6269-4ffc-a17a-35f301a5b06d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
f6a10714-e645-47f4-a8ce-fb4e81a39d64	f7db04d7-d71f-4072-815e-f20332a74f02.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A20F	TCGA-EE-A20F-06A	Metastatic
feb2dc6c-2d0a-4f05-9bc9-be0d9dc504c4	1cf4d5bc-a977-4057-b25d-f91384e3b409.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EB-A3XC	TCGA-EB-A3XC-01A	Primary Tumor
21cdb58d-84c1-40c5-8445-1bab983db084	944c33bc-e503-480f-a264-8d77da56921b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3AH	TCGA-EE-A3AH-06A	Metastatic
246e5732-d612-4b21-adca-e728b992c6e2	1ad750c4-add7-42e7-936b-30d3d2cb1738.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-A1PZ	TCGA-BF-A1PZ-01A	Primary Tumor
737e376a-ad6a-4835-85db-971f081729bf	d9cf594b-b44d-40d1-a9d6-2cb80abd4595.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-FS-A1ZA	TCGA-FS-A1ZA-06A	Metastatic
55ae29da-7527-468f-9379-efaf3f81cbce	7b98f1f0-ec44-4414-8e1c-0d29a386e45c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-11A	Solid Tissue Normal
0bca49da-7d3e-490c-940c-19e4a168151e	e89140b0-af29-4aaa-b8c7-058d9397efce.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A3J7	TCGA-EE-A3J7-06A	Metastatic
ec629424-e782-4e35-9a37-ceec8fd968c6	3cb1f903-64b3-4f84-9ed7-9e3fb8f4578c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A26D	TCGA-GN-A26D-06A	Metastatic
647da6fe-4637-4064-9e85-e4fd542e6ae5	1cce6993-e930-4df9-8323-eca338fda4f1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2A6	TCGA-EE-A2A6-06A	Metastatic
1dc5da70-bcd9-4b3e-983a-23aac60d4248	663c584c-bb4f-4faa-ab74-611d65555df0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-GN-A4U8	TCGA-GN-A4U8-06A	Metastatic
72262aff-da8d-499c-bd09-1994874c17d9	5f238bcd-ac5c-4893-9a33-df8d2fbccefc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAP1	TCGA-BF-AAP1-01A	Primary Tumor
af8f94bf-b6e5-494d-81be-2abacf73102e	af52f284-f541-49ed-898e-eca29f032c73.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GB	TCGA-D3-A8GB-06A	Metastatic
1ef6f5f8-c541-4ab6-8a49-4576d957e232	7ea8c723-ff72-45ea-ac8c-70e96722e2eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-EE-A2MP	TCGA-EE-A2MP-06A	Metastatic
7f19c502-ba03-4f84-abf3-a46f412ed989	737214d3-8cd7-4ba7-b034-19cb7911ffa8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-WE-AAA0	TCGA-WE-AAA0-06A	Metastatic
3f100497-783e-4ad3-9d0a-891b30727b66	d93a2fac-ff6a-4c2a-8c8c-bc25b6e2b3c3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-06A	Metastatic
6716b96e-821c-4956-be80-2c13a6744aa2	2c96ff80-4ea4-4de9-ae5d-ec3db1a9bffb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A3BZ	TCGA-D3-A3BZ-06A	Metastatic
1f12986b-d2b1-4506-9d08-1e7da28e9cf1	765c6ef0-79e9-48cd-a606-8d14245a751b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A1Q4	TCGA-D3-A1Q4-06A	Metastatic
6dec6428-a627-4ee2-b646-720e13170a2b	893a2cda-edeb-464b-9afa-7b147bcc75e8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-D3-A8GK	TCGA-D3-A8GK-06A	Metastatic
18ea33ba-24ff-4432-93fb-76e7e3762c34	c40ec74a-9da2-48a7-8f4a-79a9efabf57f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-BF-AAOU	TCGA-BF-AAOU-01A	Primary Tumor
7d2f9fb3-7f93-4e20-afe4-e880b3ed9923	fe16e32b-ce86-4136-9a8b-9cafe102970f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-SKCM	TCGA-ER-A19F	TCGA-ER-A19F-06A	Metastatic
